2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H1355,Bravo Health,"BRAVO HEALTH INSURANCE COMPANY, INC.",0:21,0:31,77.5%,69.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,0.0%,78.5%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H1364,Unison Advantage,"UNISON HEALTH PLAN OF OHIO, INC.",0:21,0:28,49.0%,37.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,84.2%,74.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H1365,Martin's Point Generations Advantage,"MARTIN'S POINT GENERATIONS, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H1406,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",0:36,0:21,67.4%,52.9%,3.3,50.0%,66.7%,0.24,0.17,5.9%,No data available,81.8%,86.5%,90.8%,99.7%,80.5%,25.3,13.1%,86.1%,,,,
H1415,"HealthSpring, Inc.","HEALTHSPRING OF TENNESSEE, INC.",0:29,0:24,79.0%,59.1%,3.1,40.0%,100.0%,0.43,0.6,14.7%,No data available,75.5%,85.0%,85.8%,99.6%,82.9%,18.9,11.6%,87.3%,,,,
H1416,WellCare,"HARMONY HEALTH PLAN OF ILLINOIS, INC.",0:53,0:31,58.4%,25.3%,2.2,No appeals required review,38.1%,0.75,0.81,13.0%,12,73.4%,81.2%,82.9%,99.8%,85.2%,16.5,12.5%,88.6%,,,,
H1417,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,0:16,0:26,78.6%,88.0%,0,No appeals required review,100.0%,0.06,0.06,3.8%,No data available,89.6%,85.4%,94.9%,97.5%,82.5%,15.4,27.3%,83.6%,,,,
H1418,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,67.4%,52.9%,9.4,50.0%,61.1%,0.72,0.56,11.4%,No data available,76.6%,79.0%,87.7%,99.7%,78.3%,22.2,14.4%,85.5%,,,,
H1419,Aetna Medicare,"AETNA HEALTH OF ILLINOIS, INC.",0:44,0:16,67.1%,48.9%,9.2,Not enough data available to calculate measure,Not enough data available to calculate measure,1.67,0.46,24.3%,43,73.2%,75.3%,83.9%,97.4%,83.6%,14.9,2.7%,88.5%,,,,
H1463,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,0:16,0:26,78.6%,88.0%,0,No appeals required review,81.8%,0,0,3.7%,No data available,84.7%,85.1%,92.1%,99.2%,82.5%,14.2,27.9%,84.9%,,,,
H1468,"Humana Benefit Plan of Illinois, Inc.","HUMANA BENEFIT PLAN OF ILLINOIS, INC",0:20,0:21,67.4%,52.9%,19.6,Not enough data available to calculate measure,Not enough data available to calculate measure,0.49,0,25.7%,20,88.5%,87.0%,93.9%,99.4%,80.7%,26.4,26.8%,84.2%,,,,
H1509,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:38,0:39,76.3%,50.2%,7.6,70.0%,80.0%,1.21,0.5,9.1%,No data available,81.0%,82.3%,89.1%,97.9%,77.0%,15.9,16.9%,81.7%,,,,
H1510,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:20,0:21,70.0%,57.0%,5.6,60.0%,72.7%,0.49,0.21,14.5%,No data available,83.3%,83.3%,89.7%,99.8%,80.6%,19.2,24.2%,82.0%,,,,
H1517,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",0:14,0:53,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,26.2%,66,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,100.0%,4.4,18.8%,85.3%,,,,
H1595,HealthPlus,HEALTHPLUS INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H1607,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,3,Not enough data available to calculate measure,86.7%,0.55,0.15,9.2%,66,79.8%,79.7%,89.3%,99.7%,100.0%,6.6,21.1%,84.8%,,,,
H1608,Coventry Health and Life Insurance Company,COVENTRY HEALTH AND LIFE INS COMPANY,0:38,0:31,63.3%,67.8%,0,Not enough data available to calculate measure,96.2%,1.82,1.11,5.5%,No data available,84.7%,87.4%,91.5%,97.2%,57.0%,10.1,15.8%,75.7%,,,,
H1609,"Coventry Health Care of Iowa, Inc.","COVENTRY HEALTH CARE OF IOWA, INC.",0:45,0:31,63.9%,60.9%,0,No appeals required review,100.0%,0.57,0.83,10.5%,No data available,81.4%,86.2%,91.0%,97.4%,57.0%,9.4,17.6%,84.6%,,,,
H1643,Highmark Health Insurance Company,HM HEALTH INSURANCE COMPANY,0:12,0:31,92.2%,95.5%,Not enough data available to calculate measure,No appeals required review,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,8.1%,34,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.1%,73.0%,9.4,25.3%,75.6%,,,,
H1657,WellCare,"HARMONY HEALTH PLANS OF ILLINOIS, INC.",0:44,0:31,64.7%,20.9%,0,No appeals required review,90.9%,1.86,0.93,25.6%,12,68.6%,78.2%,78.1%,99.7%,85.2%,14.8,20.0%,83.7%,,,,
H1681,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,35,Not enough data available to calculate measure,Not enough data available to calculate measure,0.29,0.44,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.1%,80.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H1689,"Anthem Insurance Companies, Inc.","ANTHEM INSURANCE COMPANIES, INC.",0:53,0:51,Not enough data available to calculate measure,Not enough data available to calculate measure,5,50.0%,28.3%,1.33,0.32,10.8%,66,82.4%,83.3%,90.1%,97.9%,100.0%,7.3,21.5%,83.2%,,,,
H1716,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,4.8,22.2%,71.4%,0.52,0.43,13.3%,No data available,83.6%,80.8%,90.1%,99.1%,80.7%,21.1,22.7%,83.0%,,,,
H1717,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:37,0:38,76.0%,51.0%,0,No appeals required review,Not enough data available to calculate measure,0.31,1.56,8.5%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.1%,76.8%,14.7,15.2%,83.2%,,,,
H1777,ArchCare Advantage,"CATHOLIC SPECIAL NEEDS PLAN, LLC",0:30,1:12,68.0%,59.6%,Not enough data available to calculate measure,No appeals required review,0.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.0%,79.9%,77.4,13.5%,79.6%,,,,
H1804,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.5%,47.8%,9.4,26.8%,65.3%,0.37,0.27,24.8%,No data available,80.5%,83.5%,91.1%,99.5%,80.6%,21.5,21.6%,83.6%,,,,
H1806,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,68.4%,52.2%,12.6,29.4%,46.2%,0.26,0.35,14.9%,No data available,84.8%,81.6%,89.9%,99.8%,80.5%,20.5,25.5%,83.2%,,,,
H1807,Passport Advantage,"UNIVERSITY HEALTH CARE, INC.",0:15,0:32,70.4%,23.6%,1.1,Not enough data available to calculate measure,100.0%,0.1,0.1,Not enough data available to calculate measure,65,82.1%,84.4%,89.4%,99.9%,84.2%,20.2,38.0%,80.7%,,,,
H1837,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",0:16,0:28,81.7%,75.3%,2.2,Not enough data available to calculate measure,34.5%,0.73,0.22,9.4%,No data available,75.3%,85.3%,92.0%,98.8%,80.9%,26.6,16.3%,91.7%,,,,
H1846,MediGold,MOUNT CARMEL HEALTH INSURANCE COMPANY,0:25,1:12,80.0%,87.2%,Not enough data available to calculate measure,No appeals required review,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,84.6%,80.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H1849,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,2.7,Not enough data available to calculate measure,87.5%,0.24,0.13,6.0%,66,84.3%,84.9%,90.1%,100.0%,100.0%,6.1,25.5%,78.4%,,,,
H1903,WellCare,"WELLCARE OF LOUISIANA, INC.",1:00,0:31,64.8%,25.5%,0,No appeals required review,45.5%,0.83,0.75,20.3%,12,71.2%,81.6%,87.5%,99.9%,85.2%,15.2,29.9%,82.6%,,,,
H1906,"Humana Health Benefit Plan of LA, Inc.","HUMANA HEALTH BENEFIT PLAN OF LA, INC.",0:36,0:21,67.4%,52.9%,10.2,50.0%,100.0%,0.51,0.14,13.0%,No data available,84.3%,87.3%,93.3%,98.3%,80.7%,22.8,29.8%,82.2%,,,,
H1944,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:42,0:39,73.9%,68.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,92.3%,Not enough data available to calculate measure,Not enough data available to calculate measure,22.7%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.7%,77.1%,4.9,3.1%,76.2%,,,,
H1951,Humana Health Benefit Plan of Louisiana Inc,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC,0:36,0:21,67.4%,52.9%,8.9,38.9%,63.2%,0.22,0.13,3.0%,No data available,83.3%,88.8%,93.4%,99.6%,79.7%,20.7,32.0%,83.4%,,,,
H1961,Peoples Health,"PEOPLES HEALTH, INC.",2:16,2:00,73.9%,63.6%,0,Not enough data available to calculate measure,85.3%,0.1,0.09,3.5%,9,83.0%,90.2%,92.1%,99.7%,75.0%,12.3,32.8%,84.1%,,,,
H2001,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:38,0:39,76.3%,50.2%,0,No appeals required review,66.7%,1.12,0,15.4%,No data available,79.8%,82.3%,90.0%,98.5%,77.1%,12.1,9.9%,80.3%,,,,
H2012,"Humana Health Plan, Inc","HUMANA HEALTH PLAN, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2029,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",1:12,0:21,74.9%,61.1%,0,No appeals required review,Not enough data available to calculate measure,0.5,0.5,23.1%,No data available,75.6%,82.6%,82.4%,Not enough data available to calculate measure,80.5%,17.2,28.1%,86.6%,,,,
H2034,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.",0:01,0:00,61.0%,64.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.6%,91.4%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H2108,Bravo Health,BRAVO HEALTH MID- ATLANTIC INC.,0:20,0:31,82.2%,69.8%,0,No appeals required review,21.6%,0.65,0.69,11.9%,23,69.9%,76.4%,84.6%,99.4%,85.6%,13.8,14.8%,84.7%,,,,
H2111,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:39,79.5%,40.3%,1.4,Not enough data available to calculate measure,62.5%,1.06,1.02,Not enough data available to calculate measure,No data available,70.6%,75.2%,82.5%,99.2%,76.7%,21.9,21.8%,77.8%,,,,
H2112,Aetna Medicare,AETNA HEALTH INC. (MARYLAND),0:40,0:15,67.1%,48.2%,2,Not enough data available to calculate measure,23.5%,1.13,0.78,9.9%,43,80.3%,76.6%,86.3%,97.9%,80.4%,15.6,5.4%,86.1%,,,,
H2165,HealthSpring Life & Health,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2169,UPMC Health Plan,UPMC HEALTH PLAN INC.,0:23,0:37,83.9%,77.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.3%,50.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H2174,Trillium Advantage,TRILLIUM COMMUNITY HEALTH PLAN,0:09,0:12,87.9%,84.5%,0,No appeals required review,0.0%,0.06,0,8.3%,No data available,83.8%,84.8%,90.0%,99.5%,72.1%,16.1,29.6%,82.8%,,,,
H2182,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:42,0:39,73.9%,68.2%,7.9,No appeals required review,40.0%,3.16,1.97,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.5%,77.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H2224,Senior Whole Health,"SENIOR WHOLE HEALTH, LLC",0:21,0:33,66.4%,45.6%,2.1,Not enough data available to calculate measure,0.0%,0.17,0.07,Not enough data available to calculate measure,No data available,86.0%,89.7%,93.3%,97.5%,74.0%,16.3,22.0%,77.3%,,,,
H2225,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.",0:09,0:10,63.0%,60.2%,0,No appeals required review,94.4%,0,0,Not enough data available to calculate measure,No data available,87.1%,89.7%,94.3%,99.2%,80.5%,16.4,15.8%,84.4%,,,,
H2226,Evercare® Senior Care Options,UNITEDHEALTHCARE INSURANCE COMPANY,0:31,0:39,79.5%,40.3%,0,No appeals required review,Not enough data available to calculate measure,0.2,0,Not enough data available to calculate measure,No data available,83.1%,82.8%,89.8%,99.0%,76.9%,25.3,18.3%,86.1%,,,,
H2228,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:39,79.5%,40.3%,3,Not enough data available to calculate measure,66.7%,0.25,0.21,Not enough data available to calculate measure,No data available,77.4%,82.4%,87.1%,99.3%,76.8%,21.4,19.3%,78.9%,,,,
H2230,Blue Cross and Blue Shield of Massachusetts,"BLUE CROSS AND BLUE SHIELD OF MA HMO BLUE, INC.",0:21,0:37,75.0%,62.2%,0,Not enough data available to calculate measure,100.0%,0.24,0.24,13.7%,No data available,81.7%,78.6%,90.2%,96.1%,74.3%,17.4,11.2%,80.4%,,,,
H2237,iCare,"INDEPENDENT CARE HEALTH PLAN, INC.",0:48,0:09,76.4%,9.5%,0,No appeals required review,Not enough data available to calculate measure,0.17,0.17,Not enough data available to calculate measure,No data available,81.3%,86.2%,88.1%,97.4%,82.1%,Not enough data available to calculate measure,22.8%,88.9%,,,,
H2241,Golden State Medicare Health Plan,GOLDEN STATE MEDICARE HEALTH PLAN,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2256,Tufts Health Plan,"TUFTS ASSOCIATED HMO, INC.",0:44,0:53,80.7%,58.0%,0,No appeals required review,77.2%,0.09,0.03,2.0%,20,86.3%,87.1%,93.4%,99.1%,78.3%,18.4,11.1%,81.0%,,,,
H2261,Blue Cross and Blue Shield of Massachusetts,"BLUE CROSS AND BLUE SHIELD OF MA HMO BLUE, INC.",0:21,0:37,75.0%,62.2%,1.6,50.0%,100.0%,0.08,0.07,2.7%,No data available,85.8%,84.1%,90.5%,99.5%,74.3%,22.1,13.9%,80.0%,,,,
H2291,ProSalud HMO Corp,"PROSALUD HMO, CORP.",0:31,0:40,71.3%,18.8%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,46.9%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,84.6%,33.3,17.7%,84.1%,,,,
