contractid,contract_name,breastcancer_screen,rectalcancer_screen,cv_cholscreen,diabetes_cholscreen,glaucoma_test,monitoring,flu_vaccine,pn_vaccine,primaryaccess,hospital_followup,depression_followup,nodelays,carequickly,overallrating_care,overallrating_plan,calltime,doctor_communicate,osteo_manage,diabetes_eye,diabetes_kidney,diabetes_bloodsugar,diabetes_chol,antidepressant,bloodpressure,ra_manage,copd_test,betablocker,appeals_timely,appeals_review,new_contract,year,org_type,org_marketing,physical_health,mental_health,osteo_test,physical_monitor,customer_service,bladder,falling,partc_score,cv_diab_cholscreen,diab_healthy,complaints_plan,leave_plan,audit_problems,hold_times,info_accuracy,ttyt_available,diab_cholscreen,corrective_action,low_score,partcd_score,org_parent,bmi_assess,older_medication,older_function,older_pain,readmissions,access_problems,coordination,improve,enroll_timely,specialneeds_manage
H1419,"AETNA HEALTH OF ILLINOIS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1420,AETNA LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1463,HEALTH ALLIANCE MEDICAL PLANS,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,5.0,4.0,4.0,4.0,2.0,5.0,,5.0,4.0,5.0,4.0,,3.0,3.0,2.0,,5.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1468,"OSF HEALTHPLANS, INC.",3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,,,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1509,UNITED HEALTHCARE INSURANCE COMPANY,,,,2.0,,2.0,2.0,3.0,4.0,,,4.0,4.0,3.0,2.0,1.0,5.0,,2.0,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1510,HUMANA INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1511,"ANTHEM INSURANCE COMPANIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1517,"ANTHEM INSURANCE COMPANIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1553,"THE M PLAN, INC.",4.0,2.0,3.0,4.0,1.0,,,,5.0,,,,,,,3.0,,,3.0,3.0,3.0,4.0,,4.0,,2.0,,4.0,2.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1555,ARNETT HMO,3.0,4.0,4.0,4.0,3.0,4.0,,,5.0,,,,,,,4.0,,,3.0,3.0,5.0,5.0,,3.0,,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1558,WELBORN HEALTH PLAN,5.0,4.0,4.0,4.0,5.0,5.0,,,5.0,,,,,,,3.0,,,5.0,3.0,4.0,5.0,,3.0,,2.0,,1.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1607,"ANTHEM INSURANCE COMPANIES, INC.",,,,,,,2.0,3.0,,,,5.0,4.0,3.0,2.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1608,COVENTRY HEALTH AND LIFE INS COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1609,"COVENTRY HEALTH CARE OF IOWA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1643,HM HEALTH INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1651,"MEDICAL ASSOCIATES HEALTH PLAN, INC.",4.0,4.0,4.0,4.0,4.0,,,,5.0,,,,,,,,,,5.0,4.0,5.0,3.0,,5.0,,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1657,"HARMONY HEALTH PLANS OF ILLINOIS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1689,"ANTHEM INSURANCE COMPANIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1716,HUMANA INSURANCE COMPANY,,1.0,,3.0,5.0,3.0,3.0,4.0,5.0,,,4.0,4.0,3.0,2.0,3.0,4.0,,2.0,4.0,1.0,1.0,,,,,,2.0,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1717,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1777,"CATHOLIC SPECIAL NEEDS PLAN, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1804,HUMANA INSURANCE COMPANY,,,,,,,2.0,3.0,,,,4.0,4.0,3.0,3.0,,4.0,,,,,,,,,,,5.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1806,HUMANA INSURANCE COMPANY,3.0,2.0,,3.0,2.0,3.0,3.0,2.0,5.0,3.0,,4.0,4.0,3.0,2.0,3.0,4.0,,1.0,4.0,1.0,1.0,,,,,,4.0,1.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1807,"UNIVERSITY HEALTH CARE, INC.",,,,3.0,,1.0,2.0,3.0,4.0,1.0,,4.0,4.0,3.0,3.0,5.0,,,1.0,4.0,3.0,3.0,,3.0,2.0,1.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1837,ESSENCE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1849,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",1.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1850,"WINDSOR HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1903,"WELLCARE OF LOUISIANA, INC.",1.0,1.0,,3.0,2.0,3.0,3.0,3.0,4.0,,,4.0,4.0,3.0,3.0,4.0,4.0,,2.0,4.0,3.0,2.0,,2.0,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1906,"HUMANA HEALTH BENEFIT PLAN OF LA, INC.",,,,,,,4.0,4.0,,,,4.0,4.0,4.0,3.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,"TENET CHOICES, INC. / PEOPLES HEALTH NETWORK",2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,UNITED HEALTHCARE INSURANCE COMPANY,,,,4.0,,2.0,4.0,2.0,4.0,,,4.0,4.0,3.0,2.0,1.0,5.0,,3.0,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2003,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,"HUMANA INSURANCE OF PUERTO RICO, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,"COMMUNITY CARE HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2047,AETNA LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,BRAVO HEALTH MID- ATLANTIC INC.,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,,,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,,1.0,1.0,,,1.0,1.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2111,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2112,AETNA HEALTH INC. (MARYLAND),,4.0,,4.0,5.0,4.0,3.0,3.0,4.0,,,4.0,4.0,3.0,2.0,4.0,4.0,,3.0,4.0,3.0,4.0,,3.0,,,,5.0,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,KAISER FNDN HP OF THE MID-ATLANTIC STS,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,TRILLIUM COMMUNITY HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,"SENIOR WHOLE HEALTH, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,"COMMONWEALTH CARE ALLIANCE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,5.0,5.0,,,,,,,3.0,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2229,"TUFTS ASSOCIATED HMO, INC.",,,,4.0,,5.0,3.0,3.0,5.0,,,4.0,4.0,4.0,3.0,,5.0,,4.0,4.0,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,"BLUE CROSS AND BLUE SHIELD OF MA HMO BLUE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,"INDEPENDENT CARE HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,"TUFTS ASSOCIATED HMO, INC.",5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,,4.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,"BLUE CROSS and BLUE SHIELD OF MA HMO BLUE, INC.",5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,,4.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2291,"PROSALUD HMO, CORP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2312,HEALTH ALLIANCE PLAN OF MICHIGAN,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2319,BLUE CROSS BLUE SHIELD OF MICHIGAN,,,,,,,3.0,3.0,,,,5.0,4.0,3.0,3.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,PRIORITY HEALTH,5.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,,1.0,5.0,4.0,4.0,3.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,"ALLIANCE HEALTH AND LIFE INSURANCE, CO",,,,,,,3.0,3.0,,,,5.0,4.0,4.0,3.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2323,FIDELIS SECURECARE OF MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,HEALTHPLUS OF MICHIGAN,5.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,5.0,,,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,,4.0,5.0,3.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,UNITED HEALTHCARE INSURANCE COMPANY,1.0,,,2.0,3.0,5.0,,5.0,5.0,,,,,,,1.0,,2.0,3.0,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2407,UCARE MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2408,UNITED HEALTHCARE INSURANCE COMPANY,,,,,,,2.0,3.0,,,,4.0,4.0,3.0,3.0,,4.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2409,MEDICA HEALTH PLAN S OF WISCONSIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2410,MEDICA HEALTH PLANS,,,,,,,4.0,3.0,,,,4.0,,,3.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2411,FALLON COMMUNITY HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,PRIMEWEST HEALTH SYSTEM,1.0,2.0,,2.0,4.0,4.0,,,5.0,,,,,,,3.0,,1.0,4.0,4.0,3.0,2.0,,5.0,,1.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,ITASCA MEDICAL CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,SOUTH COUNTRY HEALTH ALLIANCE,1.0,1.0,3.0,2.0,1.0,1.0,,,5.0,,,,,,,4.0,,1.0,2.0,4.0,3.0,3.0,,5.0,,1.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,HEALTHPARTNERS,1.0,3.0,4.0,3.0,4.0,5.0,,,5.0,,,,,,,4.0,,1.0,4.0,5.0,3.0,3.0,,5.0,,1.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2424,FIRST PLAN OF MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,BLUE PLUS,1.0,2.0,3.0,3.0,3.0,5.0,,,5.0,1.0,1.0,,,,,4.0,,1.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,5.0,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,MEDICA INSURANCE COMPANY,4.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,UCARE MINNESOTA,1.0,1.0,3.0,3.0,4.0,5.0,,,5.0,,1.0,,,,,3.0,,1.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2457,METROPOLITAN HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,MEDICA HEALTH PLANS,1.0,1.0,2.0,2.0,4.0,1.0,,,5.0,3.0,1.0,,,,,3.0,,1.0,3.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,UCARE MINNESOTA,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,HEALTHPARTNERS,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2481,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,HUMANA MEDICAL PLAN OF UTAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,ESSENCE INC.,4.0,4.0,4.0,4.0,4.0,5.0,,,5.0,,,,,,,5.0,,,3.0,5.0,5.0,3.0,,3.0,3.0,,,4.0,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2611,"PREMIER HEALTH INSURANCE COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2613,HEALTHY ALLIANCE LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2643,L. A. CARE HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2648,"HEALTHNOW NEW YORK, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,"HUMANA HEALTH PLAN, INC.",2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2654,"UNITED HEALTHCARE OF THE MIDWEST, INC.",2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,"GROUP HEALTH PLAN, INC.",4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,2.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2667,MERCY HEALTH PLANS OF MISSOURI INC.,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2672,"COVENTRY HEALTH CARE OF KANSAS, INC.",3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2701,NEW WEST HEALTH SERVICES,,,,,,,4.0,4.0,,,,4.0,4.0,4.0,3.0,,5.0,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2745,"ANTHEM INSURANCE COMPANIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2762,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,"UNITED HEALTHCARE OF THE MIDLANDS, INC.",2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,,1.0,5.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2803,UNITED HEALTHCARE INSURANCE COMPANY,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,,,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,,2.0,3.0,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2899,"ARCADIAN HEALTH PLAN OF NORTH CAROLINA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2905,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,HOMETOWN HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,PRIMEWEST HEALTH SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,"HEALTH PLAN OF NEVADA, INC.",1.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,,,4.0,4.0,2.0,2.0,3.0,4.0,,2.0,3.0,3.0,2.0,,2.0,,2.0,,,,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2949,"PACIFICARE OF NEVADA, INC",2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,,1.0,4.0,,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,HOMETOWN HEALTH PLAN,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,,,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,,3.0,5.0,1.0,,4.0,5.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2961,"HEALTH PLAN OF NEVADA, INC.",2.0,3.0,4.0,3.0,2.0,4.0,,,4.0,2.0,1.0,,,,,3.0,,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2997,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3011,"BLUE CROSS AND BLUE SHIELD OF MASS. HMO BLUE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3044,"NHP OF INDIANA, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3057,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3059,PHYSICIANS HEALTH CHOICE OF NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3107,"OXFORD HEALTH PLANS (NJ), INC.",2.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,,4.0,,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,,1.0,2.0,2.0,1.0,5.0,4.0,0.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
