2014 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,DD1: Drug Plan Customer Service,,,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",,,,DD3: Member Experience with the Drug Plan,,DD4: Patient Safety and Accuracy of Drug Pricing,,,,,
H1291,PFFS,Humana Insurance Company of New York,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Inc.,98%,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,98,0%,83%,75%,81%,74%
H1302,Local CCP,Blue Cross of Idaho,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho Health Services, Inc.",95%,6.0,Not enough data available,0.19,80,26%,Medicare shows only a Star Rating for this topic,82%,92%,99,5%,86%,73%,76%,72%
H1303,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,0.0,100%,0.19,0,7%,Medicare shows only a Star Rating for this topic,83%,93%,98,7%,89%,74%,78%,76%
H1304,Local CCP,Regence BlueShield Of Idaho,REGENCE BLUE SHIELD OF IDAHO,"Cambia Health Solutions, Inc.",94%,8.8,Not enough data available,0.05,100,4%,Medicare shows only a Star Rating for this topic,84%,93%,99,9%,83%,76%,79%,76%
H1350,Local CCP,Blue Cross of Idaho,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho Health Services, Inc.",95%,10.8,45%,0.12,100,13%,Medicare shows only a Star Rating for this topic,86%,92%,99,6%,86%,79%,81%,78%
H1365,Local CCP,Martin's Point Generations Advantage,"MARTIN'S POINT GENERATIONS, LLC","Martin's Point Health Care, Inc.",95%,6.3,No data available,0.09,100,15%,Medicare shows only a Star Rating for this topic,84%,92%,99,2%,88%,74%,80%,74%
H1367,Local CCP,AmeriHealth Caritas VIP Plans,"AMERIHEALTH OF LOUISIANA, INC.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1406,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,98%,1.2,Not enough data available,0.33,100,7%,Medicare shows only a Star Rating for this topic,86%,91%,98,1%,87%,76%,77%,70%
H1415,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,87%,0.0,No data available,0.59,80,12%,Medicare shows only a Star Rating for this topic,87%,93%,99,2%,89%,71%,71%,63%
H1416,Local CCP,WellCare,"HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare Health Plans, Inc.",98%,2.6,No data available,0.44,80,12%,Medicare shows only a Star Rating for this topic,86%,91%,99,2%,89%,69%,70%,64%
H1417,Local CCP,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,88%,0.0,No data available,0.38,100,4%,Medicare shows only a Star Rating for this topic,88%,94%,98,8%,83%,81%,82%,77%
H1418,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,1.7,Not enough data available,0.38,100,11%,Medicare shows only a Star Rating for this topic,83%,87%,98,1%,85%,77%,80%,73%
H1419,Local CCP,Aetna Medicare,"AETNA HEALTH,  INC. (PA)",Aetna Inc.,97%,Not enough data available,No data available,Not enough data available,20,Not enough data available,Not enough data available,No data available,No data available,99,1%,89%,68%,70%,67%
H1444,Local CCP,Total Medicare Plus,"TOTAL HEALTH CARE, INC.","Total Health Care, Inc.",89%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1463,Local CCP,Health Alliance Medical Plans,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,88%,0.0,No data available,0.03,100,3%,Medicare shows only a Star Rating for this topic,88%,94%,98,8%,85%,82%,84%,78%
H1468,Local CCP,"Humana Benefit Plan of Illinois, Inc.","HUMANA BENEFIT PLAN OF ILLINOIS, INC.",Humana Inc.,98%,0.0,Not enough data available,0.08,100,7%,Medicare shows only a Star Rating for this topic,86%,90%,98,2%,87%,80%,83%,78%
H1509,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",90%,0.6,78%,0.13,0,1%,Medicare shows only a Star Rating for this topic,84%,93%,99,9%,83%,75%,78%,72%
H1510,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,0.0,100%,0.18,100,9%,Medicare shows only a Star Rating for this topic,84%,88%,98,1%,85%,79%,81%,76%
H1517,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",95%,1.2,Not enough data available,0.55,40,41%,Medicare shows only a Star Rating for this topic,82%,92%,96,9%,87%,79%,79%,75%
H1523,Demo,"UNITED HEALTHCARE OF NEW YORK, INC","UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1537,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,"UnitedHealth Group, Inc.",93%,Not enough data available,Not enough data available,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H1595,Local CCP,HealthPlus,HEALTHPLUS INSURANCE COMPANY,HealthPlus of Michigan,92%,0.0,No data available,0.62,100,11%,Medicare shows only a Star Rating for this topic,87%,93%,99,8%,87%,79%,81%,77%
H1607,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",95%,1.1,No data available,0.15,40,7%,Medicare shows only a Star Rating for this topic,80%,89%,97,7%,81%,77%,81%,75%
H1608,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,92%,0.0,Not enough data available,0.23,80,6%,Medicare shows only a Star Rating for this topic,87%,93%,99,5%,85%,79%,80%,77%
H1609,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF IOWA, INC.",Aetna Inc.,92%,0.0,No data available,0.44,80,13%,Medicare shows only a Star Rating for this topic,85%,92%,99,5%,82%,82%,80%,77%
H1659,Local CCP,Piedmont Medicare Advantage,"PIEDMONT COMMUNITY HEALTHCARE, INC.",Piedmont Community Health Plan,82%,11.3,Not enough data available,0.63,100,5%,Medicare shows only a Star Rating for this topic,84%,91%,98,2%,90%,81%,79%,76%
H1660,Local CCP,"Harvard Pilgrim Health Care, Inc.",HARVARD PILGRIM HEALTH CARE INC.,"Harvard Pilgrim Health Care, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1666,Local CCP,Blue Cross Blue Shield of Texas,HCSC INSURANCE SERVICES COMPANY,Health Care Service Corporation,97%,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1681,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,1.4,No data available,0.31,100,21%,Medicare shows only a Star Rating for this topic,83%,90%,98,2%,85%,74%,75%,69%
H1692,Local CCP,Coventry Health Care of West Virginia,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1716,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,3.2,Not enough data available,0.43,100,16%,Medicare shows only a Star Rating for this topic,84%,89%,98,1%,86%,77%,79%,74%
H1717,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",88%,0.0,No data available,Not enough data available,0,0%,Medicare shows only a Star Rating for this topic,No data available,No data available,99,10%,78%,71%,75%,66%
H1723,Demo,"Absolute Total Care, Inc.","ABSOLUTE TOTAL CARE, INC.",Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1737,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",Health Alliance Medical Plans,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1777,Local CCP,"ArchCare Advantage, HMO SNP","CATHOLIC SPECIAL NEEDS PLAN, LLC",Catholic Health Care System,89%,26.3,Not enough data available,0.78,80,4%,Medicare shows only a Star Rating for this topic,No data available,No data available,92,4%,73%,78%,76%,77%
H1846,Local CCP,MediGold,MOUNT CARMEL HEALTH INSURANCE COMPANY,Trinity Health,96%,Not enough data available,No data available,0.20,100,Not enough data available,Medicare shows only a Star Rating for this topic,85%,91%,99,5%,87%,78%,76%,68%
H1849,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.","WellPoint, Inc.",95%,0.0,Not enough data available,0.31,40,17%,Medicare shows only a Star Rating for this topic,84%,91%,97,9%,80%,73%,75%,71%
H1894,Local CCP,AMERIGROUP,"AMERIGROUP WASHINGTON, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1903,Local CCP,WellCare,"WELLCARE OF LOUISIANA, INC.","WellCare Health Plans, Inc.",98%,0.0,No data available,0.33,80,16%,Medicare shows only a Star Rating for this topic,88%,92%,99,7%,84%,64%,64%,62%
H1906,PFFS,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,98%,0.0,No data available,0.19,100,7%,Medicare shows only a Star Rating for this topic,88%,91%,98,2%,81%,76%,76%,72%
H1916,Demo,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1944,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,0.0,100%,0.74,0,13%,Medicare shows only a Star Rating for this topic,81%,91%,99,3%,85%,75%,79%,73%
H1951,Local CCP,"Humana Health Benefit Plan of Louisiana, Inc.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,98%,2.3,87%,0.23,100,4%,Medicare shows only a Star Rating for this topic,85%,90%,98,3%,86%,73%,75%,70%
H1961,Local CCP,Peoples Health,"PEOPLES HEALTH, INC.","PH Holdings, LLC",91%,0.2,50%,0.13,100,4%,Medicare shows only a Star Rating for this topic,86%,91%,98,6%,85%,71%,72%,68%
H1977,Demo,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1994,Local CCP,SelectHealth,"SELECTHEALTH, INC.","Intermountain Health Care, Inc.",86%,Plan too new to be measured,71%,0.24,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1997,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2001,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,0.0,No data available,0.15,0,10%,Medicare shows only a Star Rating for this topic,83%,93%,99,4%,85%,80%,81%,76%
H2005,Demo,Fallon Total Care,"FALLON TOTAL CARE, LLC",Fallon Community Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2012,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,98%,CMS identified issues with this plan's data,100%,0.46,100,12%,Medicare shows only a Star Rating for this topic,86%,92%,98,1%,87%,76%,77%,72%
H2029,Local CCP,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",Humana Inc.,92%,2.7,No data available,0.39,100,30%,Medicare shows only a Star Rating for this topic,81%,No data available,98,2%,92%,61%,65%,42%
H2034,Local CCP,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.","Community Care, Inc.",94%,Not enough data available,No data available,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,97,19%,70%,Not enough data available,84%,85%
H2108,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH MID-ATLANTIC, INC.",CIGNA,89%,1.2,No data available,0.62,80,14%,Medicare shows only a Star Rating for this topic,83%,90%,99,3%,86%,67%,69%,64%
H2111,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",88%,0.0,No data available,0.14,0,6%,Medicare shows only a Star Rating for this topic,83%,No data available,99,10%,76%,79%,77%,70%
H2112,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,97%,0.0,Not enough data available,0.66,20,8%,Medicare shows only a Star Rating for this topic,82%,89%,99,3%,86%,75%,78%,71%
H2150,1876 Cost,Kaiser Permanente,KAISER FNDN HP OF THE MID-ATLANTIC STS,"Kaiser Foundation Health Plan, Inc.",Plan not required to report measure,No data available,No data available,0.29,100,2%,Medicare shows only a Star Rating for this topic,90%,94%,100,3%,91%,81%,82%,77%
H2161,Local CCP,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,98%,Not enough data available,60%,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,99,5%,79%,73%,81%,79%
